DrugBank ID,Smiles,Name,Predicted negative probability,Predicted positive probability,Predicted classification
DB00412,S1C(Cc2ccc(OCCN(C)c3ncccc3)cc2)C(=O)NC1=O,Rosiglitazone,8.94E-02,9.11E-01,1
DB00411,[Cl-].O(CC[N+](C)(C)C)C(=O)N,Carbachol,1.00E+00,9.26E-07,0
DB00410,O1[C@@H](C[C@H]2CO[C@@H](C\C(=C\C(OCCCCCCCCC(O)=O)=O)\C)[C@H](O)[C@@H]2O)[C@@H]1[C@H]([C@@H](O)C)C,Mupirocin,9.00E-01,1.00E-01,0
DB00409,Brc1ccc(OC)c(C(=O)NC[C@H]2N(CCC2)CC)c1OC,Remoxipride,7.34E-01,2.66E-01,0
DB00408,Clc1cc2c(Oc3c(N=C2N2CCN(CC2)C)cccc3)cc1,Loxapine,1.83E-02,9.82E-01,1
DB00406,[N+](C)(C)=C1C=CC(C=C1)=C(c1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,Gentian Violet,1.23E-02,9.88E-01,1
DB00405,Brc1ccc(cc1)[C@H](CCN(C)C)c1ncccc1,Dexbrompheniramine,5.00E-01,5.00E-01,1
DB00404,Clc1cc2c(-n3c(nnc3C)CN=C2c2ccccc2)cc1,Alprazolam,8.38E-01,1.62E-01,0
DB00403,S(CC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)CCC(=O)N)CC(O)=O)Cc1ccc(OS(O)(=O)=O)cc1)[C@H](O)C)Cc1c2c([nH]c1)cccc2)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N)C,Ceruletide,1.59E-06,1.00E+00,1
DB00402,Clc1ccc(nc1)N1[C@@H](OC(=O)N2CCN(CC2)C)c2nccnc2C1=O,Eszopiclone,8.70E-01,1.30E-01,0
DB00401,O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1ccccc1[N+](=O)[O-])CC(C)C,Nisoldipine,8.73E-01,1.27E-01,0
DB00400,Clc1c2O[C@]3([C@@H](CC(=O)C=C3OC)C)C(=O)c2c(OC)cc1OC,Griseofulvin,9.75E-01,2.50E-02,0
DB00399,P(O)(O)(=O)C(P(O)(O)=O)(O)Cn1ccnc1,Zoledronate,9.99E-01,5.59E-04,0
DB00398,Clc1ccc(NC(=O)Nc2ccc(Oc3cc(ncc3)C(=O)NC)cc2)cc1C(F)(F)F,Sorafenib,4.31E-01,5.69E-01,1
DB00397,O[C@H]([C@H](N)C)c1ccccc1,Phenylpropanolamine,9.98E-01,2.09E-03,0
DB00396,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](C(=O)C)[C@]4(CC3)C)CCC2=C1)C,Progesterone,8.35E-01,1.65E-01,0
DB00395,O(CC(CCC)(COC(=O)N)C)C(=O)NC(C)C,Carisoprodol,9.32E-01,6.82E-02,0
DB00394,Cl[C@@]12[C@H]([C@@H]3C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,Beclomethasone,9.19E-01,8.11E-02,0
DB00393,O(C(=O)C=1C(C(C(OCCOC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)C(C)C,Nimodipine,8.52E-01,1.48E-01,0
DB00392,S1c2c(N(c3c1cccc3)CC(N(CC)CC)C)cccc2,Ethopropazine,1.60E-01,8.40E-01,1
DB00391,S(=O)(=O)(N)c1cc(C(=O)NCC2N(CCC2)CC)c(OC)cc1,Sulpiride,8.94E-01,1.06E-01,0
DB00390,O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](C[C@@H](O)[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@H](O)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C,Digoxin,5.22E-01,4.78E-01,0
DB00389,S=C1N(C=CN1C)C(OCC)=O,Carbimazole,9.93E-01,7.19E-03,0
DB00388,Oc1cc(ccc1)[C@@H](O)CNC,Phenylephrine,9.83E-01,1.72E-02,0
DB00387,OC(CCN1CCCC1)(C1CCCCC1)c1ccccc1,Procyclidine,1.53E-01,8.47E-01,1
DB00385,FC(F)(F)C(=O)NC1CC(OC(C)C1O)O[C@@H]1c2c(C[C@](O)(C1)C(=O)COC(=O)CCCC)c(O)c1c(C(=O)c3c(cccc3OC)C1=O)c2O,Valrubicin,8.17E-01,1.83E-01,0
DB00384,n1c(N)c2nc(-c3ccccc3)c(nc2nc1N)N,Triamterene,8.19E-01,1.81E-01,0
DB00383,O(CC1=NCCCN1C)C(=O)C(O)(C1CCCCC1)c1ccccc1,Oxyphencyclimine,5.92E-01,4.08E-01,0
DB00381,Clc1ccccc1C1C(C(OCC)=O)=C(NC(C)=C1C(OC)=O)COCCN,Amlodipine,9.12E-01,8.80E-02,0
DB00380,O=C1NC(=O)CN(C1)C[C@@H](N1CC(=O)NC(=O)C1)C,Dexrazoxane,1.00E+00,1.43E-04,0
DB00379,O(CC(N)C)c1c(cccc1C)C,Mexiletine,9.41E-01,5.95E-02,0
DB00378,O=C1CC[C@]2([C@H]3[C@H]([C@@H]4CC[C@H](C(=O)C)[C@]4(CC3)C)C=CC2=C1)C,Dydrogesterone,8.71E-01,1.29E-01,0
DB00377,O=C1N(C[C@@H]2CCCc3c2c1ccc3)[C@H]1C2CCN(C1)CC2,Palonosetron,5.88E-01,4.12E-01,0
DB00376,OC(CCN1CCCCC1)(C1CCCCC1)c1ccccc1,Trihexyphenidyl,6.88E-02,9.31E-01,1
DB00375,ClCC1OC1.N(CCNCCN)CCNCCN,Colestipol,9.94E-01,5.64E-03,0
DB00374,O(CC(O)=O)c1c2c(C[C@H]3[C@H](C[C@@H](O)[C@@H]3CC[C@@H](O)CCCCC)C2)ccc1,Treprostinil,4.12E-01,5.88E-01,1
DB00373,s1nc(N2CCOCC2)c(OCC(O)CNC(C)(C)C)n1,Timolol,9.52E-01,4.75E-02,0
DB00371,O(CC(CCC)(COC(=O)N)C)C(=O)N,Meprobamate,9.27E-01,7.31E-02,0
DB00370,n1c2N3C(c4c(Cc2ccc1)cccc4)CN(CC3)C,Mirtazapine,3.94E-01,6.06E-01,1
DB00369,P(O)(O)(=O)CO[C@@H](CN1C=CC(=NC1=O)N)CO,Cidofovir,9.90E-01,9.56E-03,0
DB00368,Oc1cc(ccc1O)[C@@H](O)CN,Norepinephrine,9.91E-01,9.24E-03,0
DB00367,O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@@](O)(C#C)[C@]4(CC3)CC)CCC2=C1,Levonorgestrel,7.74E-01,2.26E-01,0
DB00366,O(C(C)(c1ccccc1)c1ncccc1)CCN(C)C,Doxylamine,1.74E-01,8.26E-01,1
DB00364,S(O[C@H]1[C@H](OS(O[Al](O)O)(=O)=O)[C@H](O[C@@H](O[C@@]2(O[C@H](OS(O[Al](O)O)(=O)=O)[C@@H](OS(O[Al](O)O)(=O)=O)[C@@H]2OS(O[Al](O)O)(=O)=O)COS(O[Al](O)O)(=O)=O)[C@@H]1OS(O[Al](O)O)(=O)=O)COS(O[Al](O)O)(=O)=O)(O[Al](O)O)(=O)=O,Sucralfate,9.81E-01,1.93E-02,0
DB00363,Clc1cc2N=C(N3CCN(CC3)C)c3c(Nc2cc1)cccc3,Clozapine,1.81E-02,9.82E-01,1
DB00362,O(CCCCC)c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@H]2N(C[C@H](C)[C@@H]2O)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C[C@H](O)C2)C(=O)[C@@H](NC1=O)[C@H](O)C)[C@H](O)[C@@H](O)c1ccc(O)cc1)[C@H](O)C,Anidulafungin,4.75E-03,9.95E-01,1
DB00361,O(C)c1cc2N([C@@H]3[C@@]4([C@H]5N(CC=C[C@@]5(CC)[C@@H](OC(=O)C)[C@@]3(O)C(OC)=O)CC4)c2cc1[C@@]1(c2[nH]c3c(c2CN2CC(=C[C@@H](C1)C2)CC)cccc3)C(OC)=O)C,Vinorelbine,5.95E-01,4.05E-01,0
DB00360,O=C1N=C(NC=2NCC(NC1=2)C(O)C(O)C)N,Tetrahydrobiopterin,9.79E-01,2.10E-02,0
DB00359,S(=O)(=O)(Nc1ncccn1)c1ccc(N)cc1,Sulfadiazine,9.95E-01,5.37E-03,0
DB00358,FC(F)(F)c1c2nc(cc(c2ccc1)C(O)C1NCCCC1)C(F)(F)F,Mefloquine,2.82E-01,7.18E-01,1
DB00357,O=C1NC(=O)CCC1(CC)c1ccc(N)cc1,Aminoglutethimide,9.95E-01,5.41E-03,0
DB00356,Clc1cc2NC(Oc2cc1)=O,Chlorzoxazone,9.58E-01,4.15E-02,0
DB00355,s1cc(nc1[NH3+])/C(=N/OC(C(O)=O)(C)C)/C(=O)N[C@H]1[C@@H](N(S(=O)(=O)[O-])C1=O)C,Aztreonam,1.00E+00,2.45E-04,0
DB00354,Clc1ccc(cc1)C(N1CCN(CC1)Cc1ccc(cc1)C(C)(C)C)c1ccccc1,Buclizine,5.27E-03,9.95E-01,1
DB00353,OC[C@@H](NC(=O)[C@@H]1C=C2[C@H](N(C1)C)Cc1c3c2cccc3[nH]c1)CC,Methylergometrine,7.22E-01,2.78E-01,0
DB00352,S=C1N=C(Nc2nc[nH]c12)N,Tioguanine,9.68E-01,3.15E-02,0
DB00351,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](OC(=O)C)(C(=O)C)[C@]4(CC3)C)C=CC2=C1)C,Megestrol acetate,9.61E-01,3.90E-02,0
DB00350,[O-][n+]1c(N)cc(nc1N)N1CCCCC1,Minoxidil,9.42E-01,5.79E-02,0
DB00349,Clc1cc2N(C(=O)CC(=O)N(c2cc1)C)c1ccccc1,Clobazam,9.54E-01,4.65E-02,0
DB00348,FC(F)(F)c1cc([N+](=O)[O-])c(cc1)C(=O)C1C(=O)CCCC1=O,Nitisinone,9.63E-01,3.74E-02,0
DB00347,O1C(C)(C)C(=O)N(C)C1=O,Trimethadione,9.99E-01,5.69E-04,0
DB00346,O1CCCC1C(=O)NCCCN(C)c1nc(N)c2cc(OC)c(OC)cc2n1,Alfuzosin,5.99E-01,4.01E-01,0
DB00345,OC(=O)CNC(=O)c1ccc(N)cc1,Aminohippurate,9.98E-01,1.51E-03,0
DB00344,N(CCCC1c2c(C=Cc3c1cccc3)cccc2)C,Protriptyline,4.64E-02,9.54E-01,1
DB00343,S1c2c(N(CCN(C)C)C(=O)[C@H](OC(=O)C)[C@@H]1c1ccc(OC)cc1)cccc2,Diltiazem,3.20E-01,6.80E-01,1
DB00341,Clc1ccc(cc1)C(N1CCN(CC1)CCOCC(O)=O)c1ccccc1,Cetirizine,7.37E-01,2.63E-01,0
DB00340,S1c2c(cccc2)C(c2c1cccc2)CC1CCCN(C1)C,Metixene,1.71E-02,9.83E-01,1
DB00339,O=C(N)c1nccnc1,Pyrazinamide,9.99E-01,7.78E-04,0
DB00338,S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2cc(OC)ccc2n1,Omeprazole,6.85E-01,3.15E-01,0
DB00337,Cl[C@H]1CC[C@H](C[C@H]1OC)\C=C(/C)\[C@H]1OC(=O)[C@H]2N(CCCC2)C(=O)C(=O)[C@@]2(O[C@@H]([C@@H](OC)C[C@H]2C)[C@@H](OC)C[C@H](C\C(=C/[C@@H](CC)C(=O)C[C@H](O)[C@@H]1C)\C)C)O,Pimecrolimus,7.83E-01,2.17E-01,0
DB00336,o1c(ccc1[N+](=O)[O-])\C=N\NC(=O)N,Nitrofural,8.90E-01,1.10E-01,0
DB00335,O(CC(O)CNC(C)C)c1ccc(cc1)CC(=O)N,Atenolol,9.34E-01,6.64E-02,0
DB00334,s1c2Nc3c(N=C(N4CCN(CC4)C)c2cc1C)cccc3,Olanzapine,5.07E-02,9.49E-01,1
DB00333,O=C(C(CC(N(C)C)C)(c1ccccc1)c1ccccc1)CC,Methadone,5.01E-01,4.99E-01,0
DB00332,[Br-].O(C(=O)C(CO)c1ccccc1)C1C[C@@H]2[N+]([C@H](C1)CC2)(C(C)C)C,Ipratropium bromide,9.67E-01,3.27E-02,0
DB00331,N(C(NC(N)=N)=N)(C)C,Metformin,9.67E-01,3.32E-02,0
DB00330,OC[C@@H](NCCN[C@@H](CC)CO)CC,Ethambutol,9.95E-01,5.42E-03,0
DB00328,Clc1ccc(cc1)C(=O)n1c2c(cc(OC)cc2)c(CC(O)=O)c1C,Indomethacin,7.95E-01,2.05E-01,0
DB00327,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(O)cc3)CCC2=O,Hydromorphone,9.48E-01,5.16E-02,0
DB00326,[Ca+2].OC([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-].OC([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-],Calcium Gluceptate,9.80E-01,2.05E-02,0
DB00325,[Fe-2](N=O)(C#N)(C#N)(C#N)(C#N)C#N,Nitroprusside,1.00E+00,6.12E-07,0
DB00324,F[C@@]12[C@H]([C@@H]3CC[C@](O)(C(=O)C)[C@]3(C[C@@H]1O)C)C[C@@H](C1=CC(=O)C=C[C@@]12C)C,Fluorometholone,9.75E-01,2.55E-02,0
DB00323,Oc1c([N+](=O)[O-])cc(cc1O)C(=O)c1ccc(cc1)C,Tolcapone,9.82E-01,1.83E-02,0
DB00322,FC1=CN([C@@H]2O[C@H](CO)[C@@H](O)C2)C(=O)NC1=O,Floxuridine,9.96E-01,4.38E-03,0
DB00321,N(CCC=C1c2c(CCc3c1cccc3)cccc2)(C)C,Amitriptyline,1.84E-02,9.82E-01,1
DB00320,O1[C@](NC(=O)[C@@H]2C[C@H]3[C@H](N(C2)C)Cc2c4c3cccc4[nH]c2)(C)C(=O)N2[C@@H](Cc3ccccc3)C(=O)N3[C@@H](CCC3)[C@]12O,Dihydroergotamine,5.80E-01,4.20E-01,0
DB00319,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)c1ccccc1,Piperacillin,9.92E-01,7.76E-03,0
DB00318,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OC)cc3)C=C[C@@H]2O,Codeine,7.97E-01,2.03E-01,0
DB00317,Clc1cc(Nc2ncnc3c2cc(OCCCN2CCOCC2)c(OC)c3)ccc1F,Gefitinib,3.76E-02,9.62E-01,1
DB00316,Oc1ccc(NC(=O)C)cc1,Acetaminophen,9.99E-01,6.31E-04,0
DB00315,O1C[C@@H](NC1=O)Cc1cc2c([nH]cc2CCN(C)C)cc1,Zolmitriptan,3.30E-02,9.67E-01,1
DB00314,O=C/1N[C@@H]([C@@H]2NC(=NCC2)N)C(=O)NC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CNC(=O)C[C@@H](N)CCCN)C(=O)N\C\1=C\NC(=O)N.O=C/1N[C@@H]([C@@H]2NC(=NCC2)N)C(=O)NC[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CNC(=O)C[C@@H](N)CCCN)C(=O)N\C\1=C\NC(=O)N,Capreomycin,1.30E-33,1.00E+00,1
DB00313,OC(=O)C(CCC)CCC,Valproic Acid,1.00E+00,4.23E-04,0
DB00312,O=C1NC(=O)NC(=O)C1(C(CCC)C)CC,Pentobarbital,9.93E-01,7.26E-03,0
DB00310,Clc1ccc(cc1S(=O)(=O)N)C1(O)NC(=O)c2c1cccc2,Chlorthalidone,9.38E-01,6.20E-02,0
DB00309,O(C)c1cc2N([C@@H]3[C@@]4([C@H]5N(CC=C[C@@]5(CC)[C@@H](O)[C@]3(O)C(=O)N)CC4)c2cc1[C@@]1(c2[nH]c3c(c2CCN2C[C@@](O)(C[C@H](C1)C2)CC)cccc3)C(OC)=O)C,Vindesine,6.25E-01,3.75E-01,0
DB00308,S(=O)(=O)(Nc1ccc(cc1)C(O)CCCN(CCCCCCC)CC)C,Ibutilide,5.25E-02,9.47E-01,1
DB00307,OC(=O)c1ccc(cc1)C(=C)c1cc2c(cc1C)C(CCC2(C)C)(C)C,Bexarotene,7.37E-01,2.63E-01,0
DB00306,O=C1NC(=O)NC(=O)C1(C(CC)C)CC=C,Talbutal,9.95E-01,4.53E-03,0
DB00305,O=C1C=2N3C[C@@H]4N[C@@H]4[C@]3(OC)[C@@H](C=2C(=O)C(N)=C1C)COC(=O)N,Mitomycin,9.88E-01,1.23E-02,0
DB00304,O[C@]1(CC[C@H]2[C@H]3[C@@H]([C@@H]4C(CC3)=CCCC4)C(C[C@]12CC)=C)C#C,Desogestrel,2.90E-01,7.10E-01,1
DB00303,S([C@H]1C[C@H](NC1)C(=O)Nc1cc(ccc1)C(O)=O)C=1[C@@H]([C@H]2N(C=1C(O)=O)C(=O)[C@@H]2[C@H](O)C)C,Ertapenem,9.76E-01,2.38E-02,0
DB00302,OC(=O)C1CCC(CC1)CN,Tranexamic Acid,9.96E-01,3.90E-03,0
DB00301,Clc1cccc(F)c1-c1noc(C)c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,Flucloxacillin,9.71E-01,2.85E-02,0
DB00300,P(O)(O)(=O)CO[C@@H](Cn1c2ncnc(N)c2nc1)C,Tenofovir,9.72E-01,2.83E-02,0
DB00299,O=C1N=C(Nc2n(cnc12)CCC(CO)CO)N,Penciclovir,9.71E-01,2.92E-02,0
DB00298,n12CCCCc1nnc2CCN1CCN(CC1)c1ccccc1C,Dapiprazole,2.99E-02,9.70E-01,1
DB00297,O=C(Nc1c(cccc1C)C)C1N(CCCC1)CCCC,Bupivacaine,6.82E-01,3.18E-01,0
DB00296,O=C(Nc1c(cccc1C)C)[C@H]1N(CCCC1)CCC,Ropivacaine,8.00E-01,2.00E-01,0
DB00295,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(O)cc3)C=C[C@@H]2O,Morphine,9.53E-01,4.71E-02,0
DB00294,O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@@](O)(C#C)[C@]4(CC3=C)CC)CCC2=C1,Etonogestrel,7.34E-01,2.66E-01,0
DB00293,s1c(ccc1N(Cc1cc2c(NC(=NC2=O)C)cc1)C)C(=O)N[C@@H](CCC(O)=O)C(O)=O,Raltitrexed,9.00E-01,9.95E-02,0
DB00292,O(C(=O)c1n(cnc1)[C@H](C)c1ccccc1)CC,Etomidate,9.69E-01,3.09E-02,0
DB00291,ClCCN(CCCl)c1ccc(cc1)CCCC(O)=O,Chlorambucil,8.01E-01,1.99E-01,0
DB00290,[S+](CCCNC(=O)c1nc(sc1)-c1nc(sc1)CCNC(=O)[C@@H](NC(=O)[C@H]([C@H](O)[C@H](NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@@H](NC[C@H](N)C(=O)N)CC(=O)N)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(=O)N)C1O)c1[nH]cnc1)C)C)[C@H](O)C)(C)C,Bleomycin,1.47E-06,1.00E+00,1
DB00289,O([C@H](CCNC)c1ccccc1)c1ccccc1C,Atomoxetine,6.02E-02,9.40E-01,1
DB00288,F[C@@]12[C@H]([C@@H]3C[C@H]4OC5(O[C@@]4(C(=O)COC(=O)C)[C@]3(C[C@@H]1O)C)CCCC5)CCC1=CC(=O)C=C[C@@]12C,Amcinonide,9.25E-01,7.48E-02,0
DB00287,FC(F)(F)c1cc(OC[C@H](O)\C=C\[C@@H]2[C@@H](C\C=C/CCCC(OC(C)C)=O)[C@@H](O)C[C@H]2O)ccc1,Travoprost,3.59E-01,6.41E-01,1
DB00286,S(Oc1cc2CC[C@H]3[C@@H]4CCC(=O)[C@]4(CC[C@@H]3c2cc1)C)(=O)(=O)[O-].[Na+],Conjugated Estrogens,9.89E-01,1.08E-02,0
DB00285,O(C)c1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,Venlafaxine,1.84E-01,8.16E-01,1
DB00284,O1[C@H](C)[C@@H](N[C@H]2C=C(CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)O[C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)O,Acarbose,9.62E-01,3.83E-02,0
DB00283,Clc1ccc(cc1)[C@@](OCC[C@@H]1N(CCC1)C)(C)c1ccccc1,Clemastine,5.75E-03,9.94E-01,1
DB00282,P(O)(O)(=O)C(P(O)(O)=O)(O)CCN,Pamidronate,9.99E-01,5.51E-04,0
DB00281,O=C(Nc1c(cccc1C)C)CN(CC)CC,Lidocaine,8.82E-01,1.18E-01,0
DB00280,O=C(N)C(CCN(C(C)C)C(C)C)(c1ccccc1)c1ncccc1,Disopyramide,7.11E-01,2.89E-01,0
DB00279,Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,Liothyronine,9.47E-01,5.31E-02,0
DB00278,S(=O)(=O)(N[C@@H](CCCN=C(N)N)C(=O)N1CC[C@H](C[C@@H]1C(O)=O)C)c1c2NC[C@@H](Cc2ccc1)C,Argatroban,8.91E-01,1.09E-01,0
DB00277,O=C1N(C)C(=O)N(c2nc[nH]c12)C,Theophylline,9.96E-01,3.74E-03,0
DB00276,S(=O)(=O)(Nc1cc(OC)c(Nc2c3c(nc4c2cccc4)cccc3)cc1)C,Amsacrine,1.61E-01,8.39E-01,1
DB00275,OC(C)(C)c1nc(n(Cc2ccc(cc2)-c2ccccc2-c2[nH]nnn2)c1C(O)=O)CCC,Olmesartan,7.24E-01,2.76E-01,0
DB00274,S1[C@H]2N(C(C(O)=O)=C(C1)CSc1nnnn1C)C(=O)[C@@]2(OC)NC(=O)CSCC#N,Cefmetazole,9.97E-01,3.32E-03,0
DB00273,S(OC[C@]12OC(O[C@H]1[C@@H]1OC(O[C@@H]1CO2)(C)C)(C)C)(=O)(=O)N,Topiramate,9.94E-01,6.32E-03,0
DB00272,[nH]1nccc1CCN,Betazole,9.83E-01,1.74E-02,0
DB00271,Ic1c(C(O)=O)c(I)c(NC(=O)C)c(I)c1NC(=O)C,Diatrizoate,9.99E-01,1.38E-03,0
DB00270,o1nc2c(n1)cccc2C1C(C(OC(C)C)=O)=C(NC(C)=C1C(OC)=O)C,Isradipine,9.38E-01,6.15E-02,0
DB00268,O=C1Nc2c(C1)c(ccc2)CCN(CCC)CCC,Ropinirole,3.18E-01,6.82E-01,1
DB00267,s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O,Cefmenoxime,9.91E-01,8.88E-03,0
DB00266,O1c2c(cccc2)C(O)=C(CC=2C(Oc3c(cccc3)C=2O)=O)C1=O,Dicoumarol,8.70E-01,1.30E-01,0
DB00265,O=C(N(CC)c1ccccc1C)C=CC,Crotamiton,9.75E-01,2.46E-02,0
DB00264,O(CC(O)CNC(C)C)c1ccc(cc1)CCOC,Metoprolol,6.56E-01,3.44E-01,0
DB00263,S(=O)(=O)(Nc1onc(C)c1C)c1ccc(N)cc1,Sulfisoxazole,9.47E-01,5.34E-02,0
DB00262,ClCCN(N=O)C(=O)NCCCl,Carmustine,9.96E-01,3.68E-03,0
DB00261,Clc1c2CN3CC(=O)NC3=Nc2ccc1Cl,Anagrelide,9.05E-01,9.50E-02,0
DB00260,O1NC(=O)[C@H](N)C1,Cycloserine,9.99E-01,1.50E-03,0
DB00259,S(=O)(=O)(N)c1ccc(N)cc1,Sulfanilamide,9.99E-01,7.25E-04,0
DB00258,[Ca+2].O=C([O-])C.O=C([O-])C,Calcium Acetate,1.00E+00,2.69E-07,0
DB00257,Clc1ccccc1C(n1ccnc1)(c1ccccc1)c1ccccc1,Clotrimazole,1.85E-01,8.15E-01,1
DB00256,OC=1[C@@H](N(C)C)[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C=1C(=O)NCNCCCC[C@H](N)C(O)=O)C(=O)c1c(cccc1O)[C@]3(O)C,Lymecycline,9.43E-01,5.69E-02,0
DB00255,Oc1ccc(cc1)C(=C(CC)c1ccc(O)cc1)CC,Diethylstilbestrol,9.04E-01,9.60E-02,0
DB00254,OC=1[C@@H](N(C)C)[C@H]2[C@@](O)(C(=O)C=1C(=O)N)C(O)=C1[C@@H]([C@H](c3c(C1=O)c(O)ccc3)C)[C@@H]2O,Doxycycline,9.84E-01,1.61E-02,0
DB00253,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](C(=O)C)[C@]4(C[C@@H]3O)C)C[C@@H](C2=C1)C)C,Medrysone,9.03E-01,9.67E-02,0
DB00252,O=C1NC(=O)NC1(c1ccccc1)c1ccccc1,Phenytoin,9.96E-01,4.50E-03,0
DB00251,Clc1cc(Cl)ccc1[C@@]1(O[C@H](CO1)COc1ccc(N2CCN(CC2)C(C)C)cc1)Cn1ncnc1,Terconazole,4.95E-02,9.50E-01,1
DB00250,S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,Dapsone,9.84E-01,1.64E-02,0
DB00249,IC1=CN([C@@H]2O[C@H](CO)[C@@H](O)C2)C(=O)NC1=O,Idoxuridine,9.96E-01,3.69E-03,0
DB00248,O=C(N(CCCN(C)C)C(=O)NCC)[C@@H]1C[C@H]2[C@H](N(C1)CC=C)Cc1c3c2cccc3[nH]c1,Cabergoline,6.62E-02,9.34E-01,1
DB00247,OCC(NC(=O)[C@@H]1C=C2[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C)CC,Methysergide,6.76E-01,3.24E-01,0
DB00246,Clc1cc2NC(=O)Cc2cc1CCN1CCN(CC1)c1nsc2c1cccc2,Ziprasidone,5.36E-02,9.46E-01,1
DB00245,O(C(c1ccccc1)c1ccccc1)C1C[C@@H]2N([C@H](C1)CC2)C,Benzatropine,3.93E-02,9.61E-01,1
DB00244,Oc1ccc(N)cc1C(O)=O,Mesalazine,9.99E-01,6.20E-04,0
DB00243,O(CC(O)CN1CCN(CC1)CC(=O)Nc1c(cccc1C)C)c1ccccc1OC,Ranolazine,4.08E-01,5.92E-01,1
DB00242,Clc1nc(N)c2ncn(c2n1)[C@@H]1O[C@H](CO)[C@@H](O)C1,Cladribine,9.65E-01,3.50E-02,0
DB00241,O=C1NC(=O)NC(=O)C1(CC(C)C)CC=C,Butalbital,9.95E-01,5.50E-03,0
DB00240,Cl[C@H]1[C@@H]2[C@@H]([C@@]3(C(=CC(=O)C=C3)C1)C)[C@@H](O)C[C@]1([C@H]2C[C@@H](C)[C@]1(O)C(=O)CO)C,Alclometasone,9.88E-01,1.24E-02,0
DB00239,Clc1cc(Cl)ccc1CO\N=C(\Cn1ccnc1)/c1ccc(Cl)cc1Cl,Oxiconazole,7.29E-02,9.27E-01,1
DB00238,O=C1Nc2c(nccc2C)N(c2ncccc12)C1CC1,Nevirapine,9.26E-01,7.40E-02,0
DB00237,O=C1NC(=O)NC(=O)C1(C(CC)C)CC,Butabarbital,9.96E-01,3.85E-03,0
DB00236,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,Pipobroman,9.95E-01,5.43E-03,0
DB00235,O=C1NC(C)=C(C=C1C#N)c1ccncc1,Milrinone,9.88E-01,1.18E-02,0
DB00234,O1CCNC[C@H]1[C@@H](Oc1ccccc1OCC)c1ccccc1,Reboxetine,3.43E-02,9.66E-01,1
